DataType,BatteryVoltage,BatteryCurrent,BatteryCurrentDirection,MotorCurrentPeakAverage,FETTemperature,MotorRotatingSpeed,PWMDuty,LeadAngle,Speed,SOC,SOC2,HighCellVoltage,LowCellVoltage,HighTemperature,InputVoltage0,InputCurrent0,InputVoltage1,InputCurrent1,OutputVoltage0,OutputCurrent0,OutputVoltage1,OutputCurrent1,MosfetTemperature,Mode,ControllerTemperature,LowArrayPower,MosfetOverheat,BatteryLow,BatteryFull,12VUnderVoltage,HWOvercurrent,HWOvervoltage,PackCurrent,State,FaultID
none,0,0,none,0,0,none,none,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none,none,none,none,none,0,0,0
none,0,0,none,0,0,none,none,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none,none,none,none,none,0,0,0
bms,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,0,0,0,0,0,0,0,none,none,none,none,none,none,none,0,0,0
mppt0error,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,none,none,0,0,0,False,False,True,True,True,True,True,True,True,True
mppt0Output,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,148.46241760253906,1.3929941815149505e-05,0,0,0,1,0,False,False,False,False,False,none,none,0,0,0,False,False,True,True,True,True,True,True,True,True
mppt0error,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,148.46241760253906,1.3929941815149505e-05,0,0,0,1,0,False,False,False,False,False,none,none,0,0,0,False,False,True,True,True,True,True,True,True,True
mppt0Output,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,148.4637908935547,1.4307363016996533e-05,0,0,0,1,0,False,False,False,False,False,none,none,0,0,0,False,False,True,True,True,True,True,True,True,True
mppt0Output,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,148.4658660888672,1.3898307770432439e-05,0,0,0,1,0,False,False,False,False,False,none,none,0,0,0,False,False,True,True,True,True,True,True,True,True
mppt0Output,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,148.4658660888672,1.3898307770432439e-05,0,0,0,1,0,False,False,False,False,False,none,none,0,0,0,False,False,True,True,True,True,True,True,True,True
mppt0Output,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0,0,0,0,148.4658660888672,1.3898307770432439e-05,0,0,0,1,0,False,False,False,False,False,none,none,0,0,0,False,False,True,True,True,True,True,True,True,True
mppt0Input,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0.13689272105693817,0.0155359897762537,0,0,148.4658660888672,1.3898307770432439e-05,0,0,0,1,0,False,False,False,False,False,none,none,0.2,0,0,False,False,True,True,True,True,True,True,True,True,0,2
mppt0Input,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0.13689272105693817,0.0155359897762537,0,0,148.4658660888672,1.3898307770432439e-05,0,0,0,1,0,False,False,False,False,False,none,none,0.2,0,0,False,False,True,True,True,True,True,True,True,True,0,2
mppt0Input,1487,0,none,0,0,none,none,none,0,93.5,0,4.1353,4.129,23,0.13689272105693817,0.0155359897762537,0,0,148.4658660888672,1.3898307770432439e-05,0,0,0,1,0,False,False,False,False,False,none,none,0.2,0,0,False,False,True,True,True,True,True,True,True,True,0,2
